Instance,Pred_class,class,Matches,x,y,Mix,Account_Balance,Duration_of_Credit,Payment_Status_of_Previous_Credit,Credit_Amount,Value_Savings,Length_emp,Installment,Duration_current_add,Age,class_new
2491,,,,0.326572007,-0.604963468,,,,,,,,,,,
2492,,,,0.326572007,-0.526827834,,,,,,,,,,,
2493,,,,0.326572007,-0.422646989,,,,,,,,,,,
2494,,,,0.326572007,-0.396601777,,,,,,,,,,,
2495,,,,0.326572007,-0.370556566,,,,,,,,,,,
2496,,,,0.326572007,-0.344511354,,,,,,,,,,,
2497,,,,0.326572007,-0.318466143,,,,,,,,,,,
2498,,,,0.326572007,-0.26637572,,,,,,,,,,,
2499,,,,0.326572007,-0.240330509,,,,,,,,,,,
2500,,,,0.326572007,-0.110104452,,,,,,,,,,,
2501,,,,0.326572007,0.072212028,,,,,,,,,,,
2502,,,,0.326572007,0.12430245,,,,,,,,,,,
2503,,,,0.326572007,0.202438085,,,,,,,,,,,
2504,,,,0.326572007,0.228483296,,,,,,,,,,,
2505,,,,0.326572007,0.254528507,,,,,,,,,,,
2506,,,,0.326572007,0.280573719,,,,,,,,,,,
2507,,,,0.326572007,0.30661893,,,,,,,,,,,
2508,,,,0.326572007,0.332664141,,,,,,,,,,,
2509,,,,0.326572007,0.358709353,,,,,,,,,,,
2510,,,,0.326572007,0.384754564,,,,,,,,,,,
2511,,,,0.326572007,0.410799776,,,,,,,,,,,
2512,,,,0.326572007,0.567071044,,,,,,,,,,,
2513,,,,0.326572007,0.619161467,,,,,,,,,,,
2514,,,,0.326572007,0.749387523,,,,,,,,,,,
2515,,,,0.352617219,-0.787279948,,,,,,,,,,,
2516,,,,0.352617219,-0.761234737,,,,,,,,,,,
2517,,,,0.352617219,-0.735189525,,,,,,,,,,,
2518,,,,0.352617219,-0.709144314,,,,,,,,,,,
2519,,,,0.352617219,-0.683099102,,,,,,,,,,,
2520,,,,0.352617219,-0.657053891,,,,,,,,,,,
2521,,,,0.352617219,-0.578918257,,,,,,,,,,,
2522,,,,0.352617219,-0.552873046,,,,,,,,,,,
2523,,,,0.352617219,-0.370556566,,,,,,,,,,,
2524,,,,0.352617219,-0.292420932,,,,,,,,,,,
2525,,,,0.352617219,-0.26637572,,,,,,,,,,,
2526,,,,0.352617219,-0.240330509,,,,,,,,,,,
2527,,,,0.352617219,-0.214285298,,,,,,,,,,,
2528,,,,0.352617219,-0.136149663,,,,,,,,,,,
2529,,,,0.352617219,-0.110104452,,,,,,,,,,,
2530,,,,0.352617219,0.072212028,,,,,,,,,,,
2531,,,,0.352617219,0.176392873,,,,,,,,,,,
2532,,,,0.352617219,0.228483296,,,,,,,,,,,
2533,,,,0.352617219,0.254528507,,,,,,,,,,,
2534,,,,0.352617219,0.280573719,,,,,,,,,,,
2535,,,,0.352617219,0.30661893,,,,,,,,,,,
2536,,,,0.352617219,0.332664141,,,,,,,,,,,
2537,,,,0.352617219,0.358709353,,,,,,,,,,,
2538,,,,0.352617219,0.384754564,,,,,,,,,,,
2539,,,,0.352617219,0.410799776,,,,,,,,,,,
2540,,,,0.352617219,0.436844987,,,,,,,,,,,
2541,,,,0.352617219,0.749387523,,,,,,,,,,,
2542,,,,0.37866243,-0.787279948,,,,,,,,,,,
2543,,,,0.37866243,-0.761234737,,,,,,,,,,,
2544,,,,0.37866243,-0.735189525,,,,,,,,,,,
2545,,,,0.37866243,-0.709144314,,,,,,,,,,,
2546,,,,0.37866243,-0.683099102,,,,,,,,,,,
2547,,,,0.37866243,-0.657053891,,,,,,,,,,,
2548,,,,0.37866243,-0.63100868,,,,,,,,,,,
2549,,,,0.37866243,-0.604963468,,,,,,,,,,,
2550,,,,0.37866243,-0.578918257,,,,,,,,,,,
2551,,,,0.37866243,-0.552873046,,,,,,,,,,,
2552,,,,0.37866243,-0.26637572,,,,,,,,,,,
2553,,,,0.37866243,-0.240330509,,,,,,,,,,,
2554,,,,0.37866243,-0.214285298,,,,,,,,,,,
2555,,,,0.37866243,-0.188240086,,,,,,,,,,,
2556,,,,0.37866243,-0.136149663,,,,,,,,,,,
2557,,,,0.37866243,0.020121605,,,,,,,,,,,
2558,,,,0.37866243,0.046166816,,,,,,,,,,,
2559,,,,0.37866243,0.072212028,,,,,,,,,,,
2560,,,,0.37866243,0.176392873,,,,,,,,,,,
2561,,,,0.37866243,0.280573719,,,,,,,,,,,
2562,,,,0.37866243,0.30661893,,,,,,,,,,,
2563,,,,0.37866243,0.332664141,,,,,,,,,,,
2564,,,,0.37866243,0.358709353,,,,,,,,,,,
2565,,,,0.37866243,0.384754564,,,,,,,,,,,
2566,,,,0.37866243,0.410799776,,,,,,,,,,,
2567,,,,0.37866243,0.436844987,,,,,,,,,,,
2568,,,,0.37866243,0.462890198,,,,,,,,,,,
2569,,,,0.37866243,0.48893541,,,,,,,,,,,
2570,,,,0.37866243,0.593116255,,,,,,,,,,,
2571,,,,0.37866243,0.723342312,,,,,,,,,,,
2572,,,,0.37866243,0.749387523,,,,,,,,,,,
2573,,,,0.404707641,-0.787279948,,,,,,,,,,,
2574,,,,0.404707641,-0.761234737,,,,,,,,,,,
2575,,,,0.404707641,-0.735189525,,,,,,,,,,,
2576,,,,0.404707641,-0.709144314,,,,,,,,,,,
2577,,,,0.404707641,-0.683099102,,,,,,,,,,,
2578,,,,0.404707641,-0.657053891,,,,,,,,,,,
2579,,,,0.404707641,-0.63100868,,,,,,,,,,,
2580,,,,0.404707641,-0.604963468,,,,,,,,,,,
2581,,,,0.404707641,-0.292420932,,,,,,,,,,,
2582,,,,0.404707641,-0.26637572,,,,,,,,,,,
2583,,,,0.404707641,-0.240330509,,,,,,,,,,,
2584,,,,0.404707641,-0.214285298,,,,,,,,,,,
2585,,,,0.404707641,-0.136149663,,,,,,,,,,,
2586,,,,0.404707641,-0.084059241,,,,,,,,,,,
2587,,,,0.404707641,-0.058014029,,,,,,,,,,,
2588,,,,0.404707641,-0.031968818,,,,,,,,,,,
2589,,,,0.404707641,-0.005923607,,,,,,,,,,,
2590,,,,0.404707641,0.020121605,,,,,,,,,,,
2591,,,,0.404707641,0.176392873,,,,,,,,,,,
2592,,,,0.404707641,0.202438085,,,,,,,,,,,
2593,,,,0.404707641,0.254528507,,,,,,,,,,,
2594,,,,0.404707641,0.280573719,,,,,,,,,,,
2595,,,,0.404707641,0.30661893,,,,,,,,,,,
2596,,,,0.404707641,0.332664141,,,,,,,,,,,
2597,,,,0.404707641,0.358709353,,,,,,,,,,,
2598,,,,0.404707641,0.384754564,,,,,,,,,,,
2599,,,,0.404707641,0.410799776,,,,,,,,,,,
2600,,,,0.404707641,0.436844987,,,,,,,,,,,
2601,,,,0.404707641,0.462890198,,,,,,,,,,,
2602,,,,0.404707641,0.567071044,,,,,,,,,,,
2603,,,,0.404707641,0.697297101,,,,,,,,,,,
2604,,,,0.404707641,0.723342312,,,,,,,,,,,
2605,,,,0.404707641,0.749387523,,,,,,,,,,,
2606,,,,0.430752853,-0.787279948,,,,,,,,,,,
2607,,,,0.430752853,-0.761234737,,,,,,,,,,,
2608,,,,0.430752853,-0.735189525,,,,,,,,,,,
2609,,,,0.430752853,-0.709144314,,,,,,,,,,,
2610,,,,0.430752853,-0.683099102,,,,,,,,,,,
2611,,,,0.430752853,-0.657053891,,,,,,,,,,,
2612,,,,0.430752853,-0.63100868,,,,,,,,,,,
2613,,,,0.430752853,-0.604963468,,,,,,,,,,,
2614,,,,0.430752853,-0.4486922,,,,,,,,,,,
2615,,,,0.430752853,-0.422646989,,,,,,,,,,,
2616,,,,0.430752853,-0.292420932,,,,,,,,,,,
2617,,,,0.430752853,-0.26637572,,,,,,,,,,,
2618,,,,0.430752853,-0.240330509,,,,,,,,,,,
2619,,,,0.430752853,-0.214285298,,,,,,,,,,,
2620,,,,0.430752853,-0.136149663,,,,,,,,,,,
2621,,,,0.430752853,-0.110104452,,,,,,,,,,,
2622,,,,0.430752853,-0.084059241,,,,,,,,,,,
2623,,,,0.430752853,-0.058014029,,,,,,,,,,,
2624,,,,0.430752853,-0.031968818,,,,,,,,,,,
2625,,,,0.430752853,0.072212028,,,,,,,,,,,
2626,,,,0.430752853,0.098257239,,,,,,,,,,,
2627,,,,0.430752853,0.176392873,,,,,,,,,,,
2628,,,,0.430752853,0.202438085,,,,,,,,,,,
2629,,,,0.430752853,0.228483296,,,,,,,,,,,
2630,,,,0.430752853,0.254528507,,,,,,,,,,,
2631,,,,0.430752853,0.280573719,,,,,,,,,,,
2632,,,,0.430752853,0.30661893,,,,,,,,,,,
2633,,,,0.430752853,0.332664141,,,,,,,,,,,
2634,,,,0.430752853,0.358709353,,,,,,,,,,,
2635,,,,0.430752853,0.384754564,,,,,,,,,,,
2636,,,,0.430752853,0.410799776,,,,,,,,,,,
2637,,,,0.430752853,0.436844987,,,,,,,,,,,
2638,,,,0.430752853,0.462890198,,,,,,,,,,,
2639,,,,0.430752853,0.541025832,,,,,,,,,,,
2640,,,,0.430752853,0.645206678,,,,,,,,,,,
2641,,,,0.430752853,0.671251889,,,,,,,,,,,
2642,,,,0.430752853,0.697297101,,,,,,,,,,,
2643,,,,0.430752853,0.723342312,,,,,,,,,,,
2644,,,,0.430752853,0.749387523,,,,,,,,,,,
2645,,,,0.456798064,-0.787279948,,,,,,,,,,,
2646,,,,0.456798064,-0.761234737,,,,,,,,,,,
2647,,,,0.456798064,-0.735189525,,,,,,,,,,,
2648,,,,0.456798064,-0.709144314,,,,,,,,,,,
2649,,,,0.456798064,-0.683099102,,,,,,,,,,,
2650,,,,0.456798064,-0.657053891,,,,,,,,,,,
2651,,,,0.456798064,-0.578918257,,,,,,,,,,,
2652,,,,0.456798064,-0.552873046,,,,,,,,,,,
2653,,,,0.456798064,-0.4486922,,,,,,,,,,,
2654,,,,0.456798064,-0.422646989,,,,,,,,,,,
2655,,,,0.456798064,-0.396601777,,,,,,,,,,,
2656,,,,0.456798064,-0.370556566,,,,,,,,,,,
2657,,,,0.456798064,-0.344511354,,,,,,,,,,,
2658,,,,0.456798064,-0.318466143,,,,,,,,,,,
2659,,,,0.456798064,-0.162194875,,,,,,,,,,,
2660,,,,0.456798064,-0.136149663,,,,,,,,,,,
2661,,,,0.456798064,-0.110104452,,,,,,,,,,,
2662,,,,0.456798064,-0.084059241,,,,,,,,,,,
2663,,,,0.456798064,-0.058014029,,,,,,,,,,,
2664,,,,0.456798064,-0.031968818,,,,,,,,,,,
2665,,,,0.456798064,-0.005923607,,,,,,,,,,,
2666,,,,0.456798064,0.046166816,,,,,,,,,,,
2667,,,,0.456798064,0.072212028,,,,,,,,,,,
2668,,,,0.456798064,0.098257239,,,,,,,,,,,
2669,,,,0.456798064,0.12430245,,,,,,,,,,,
2670,,,,0.456798064,0.150347662,,,,,,,,,,,
2671,,,,0.456798064,0.176392873,,,,,,,,,,,
2672,,,,0.456798064,0.202438085,,,,,,,,,,,
2673,,,,0.456798064,0.228483296,,,,,,,,,,,
2674,,,,0.456798064,0.254528507,,,,,,,,,,,
2675,,,,0.456798064,0.280573719,,,,,,,,,,,
2676,,,,0.456798064,0.30661893,,,,,,,,,,,
2677,,,,0.456798064,0.384754564,,,,,,,,,,,
2678,,,,0.456798064,0.410799776,,,,,,,,,,,
2679,,,,0.456798064,0.436844987,,,,,,,,,,,
2680,,,,0.456798064,0.462890198,,,,,,,,,,,
2681,,,,0.456798064,0.671251889,,,,,,,,,,,
2682,,,,0.456798064,0.697297101,,,,,,,,,,,
2683,,,,0.456798064,0.723342312,,,,,,,,,,,
2684,,,,0.456798064,0.749387523,,,,,,,,,,,
2685,,,,0.482843275,-0.787279948,,,,,,,,,,,
2686,,,,0.482843275,-0.761234737,,,,,,,,,,,
2687,,,,0.482843275,-0.735189525,,,,,,,,,,,
2688,,,,0.482843275,-0.709144314,,,,,,,,,,,
2689,,,,0.482843275,-0.683099102,,,,,,,,,,,
2690,,,,0.482843275,-0.657053891,,,,,,,,,,,
2691,,,,0.482843275,-0.63100868,,,,,,,,,,,
2692,,,,0.482843275,-0.604963468,,,,,,,,,,,
2693,,,,0.482843275,-0.578918257,,,,,,,,,,,
2694,,,,0.482843275,-0.552873046,,,,,,,,,,,
2695,,,,0.482843275,-0.474737411,,,,,,,,,,,
2696,,,,0.482843275,-0.396601777,,,,,,,,,,,
2697,,,,0.482843275,-0.370556566,,,,,,,,,,,
2698,,,,0.482843275,-0.214285298,,,,,,,,,,,
2699,,,,0.482843275,-0.188240086,,,,,,,,,,,
2700,,,,0.482843275,-0.162194875,,,,,,,,,,,
2701,,,,0.482843275,-0.136149663,,,,,,,,,,,
2702,,,,0.482843275,-0.110104452,,,,,,,,,,,
2703,,,,0.482843275,-0.084059241,,,,,,,,,,,
2704,,,,0.482843275,-0.058014029,,,,,,,,,,,
2705,,,,0.482843275,-0.031968818,,,,,,,,,,,
2706,,,,0.482843275,0.046166816,,,,,,,,,,,
2707,,,,0.482843275,0.072212028,,,,,,,,,,,
2708,,,,0.482843275,0.098257239,,,,,,,,,,,
2709,,,,0.482843275,0.202438085,,,,,,,,,,,
2710,,,,0.482843275,0.280573719,,,,,,,,,,,
2711,,,,0.482843275,0.30661893,,,,,,,,,,,
2712,,,,0.482843275,0.384754564,,,,,,,,,,,
2713,,,,0.482843275,0.410799776,,,,,,,,,,,
2714,,,,0.482843275,0.436844987,,,,,,,,,,,
2715,,,,0.482843275,0.671251889,,,,,,,,,,,
2716,,,,0.482843275,0.697297101,,,,,,,,,,,
2717,,,,0.482843275,0.723342312,,,,,,,,,,,
2718,,,,0.482843275,0.749387523,,,,,,,,,,,
2719,,,,0.508888487,-0.787279948,,,,,,,,,,,
2720,,,,0.508888487,-0.761234737,,,,,,,,,,,
2721,,,,0.508888487,-0.735189525,,,,,,,,,,,
2722,,,,0.508888487,-0.709144314,,,,,,,,,,,
2723,,,,0.508888487,-0.683099102,,,,,,,,,,,
2724,,,,0.508888487,-0.657053891,,,,,,,,,,,
2725,,,,0.508888487,-0.63100868,,,,,,,,,,,
2726,,,,0.508888487,-0.604963468,,,,,,,,,,,
2727,,,,0.508888487,-0.578918257,,,,,,,,,,,
2728,,,,0.508888487,-0.552873046,,,,,,,,,,,
2729,,,,0.508888487,-0.474737411,,,,,,,,,,,
2730,,,,0.508888487,-0.4486922,,,,,,,,,,,
2731,,,,0.508888487,-0.422646989,,,,,,,,,,,
2732,,,,0.508888487,-0.396601777,,,,,,,,,,,
2733,,,,0.508888487,-0.26637572,,,,,,,,,,,
2734,,,,0.508888487,-0.240330509,,,,,,,,,,,
2735,,,,0.508888487,-0.214285298,,,,,,,,,,,
2736,,,,0.508888487,-0.188240086,,,,,,,,,,,
2737,,,,0.508888487,-0.162194875,,,,,,,,,,,
2738,,,,0.508888487,-0.136149663,,,,,,,,,,,
2739,,,,0.508888487,-0.110104452,,,,,,,,,,,
2740,,,,0.508888487,-0.031968818,,,,,,,,,,,
2741,,,,0.508888487,-0.005923607,,,,,,,,,,,
2742,,,,0.508888487,0.020121605,,,,,,,,,,,
2743,,,,0.508888487,0.046166816,,,,,,,,,,,
2744,,,,0.508888487,0.072212028,,,,,,,,,,,
2745,,,,0.508888487,0.098257239,,,,,,,,,,,
2746,,,,0.508888487,0.202438085,,,,,,,,,,,
2747,,,,0.508888487,0.228483296,,,,,,,,,,,
2748,,,,0.508888487,0.254528507,,,,,,,,,,,
2749,,,,0.508888487,0.280573719,,,,,,,,,,,
2750,,,,0.508888487,0.30661893,,,,,,,,,,,
2751,,,,0.508888487,0.332664141,,,,,,,,,,,
2752,,,,0.508888487,0.358709353,,,,,,,,,,,
2753,,,,0.508888487,0.384754564,,,,,,,,,,,
2754,,,,0.508888487,0.410799776,,,,,,,,,,,
2755,,,,0.508888487,0.514980621,,,,,,,,,,,
2756,,,,0.508888487,0.593116255,,,,,,,,,,,
2757,,,,0.508888487,0.619161467,,,,,,,,,,,
2758,,,,0.508888487,0.645206678,,,,,,,,,,,
2759,,,,0.508888487,0.671251889,,,,,,,,,,,
2760,,,,0.508888487,0.697297101,,,,,,,,,,,
2761,,,,0.508888487,0.723342312,,,,,,,,,,,
2762,,,,0.508888487,0.749387523,,,,,,,,,,,
2763,,,,0.534933698,-0.787279948,,,,,,,,,,,
2764,,,,0.534933698,-0.761234737,,,,,,,,,,,
2765,,,,0.534933698,-0.735189525,,,,,,,,,,,
2766,,,,0.534933698,-0.709144314,,,,,,,,,,,
2767,,,,0.534933698,-0.683099102,,,,,,,,,,,
2768,,,,0.534933698,-0.657053891,,,,,,,,,,,
2769,,,,0.534933698,-0.63100868,,,,,,,,,,,
2770,,,,0.534933698,-0.552873046,,,,,,,,,,,
2771,,,,0.534933698,-0.474737411,,,,,,,,,,,
2772,,,,0.534933698,-0.4486922,,,,,,,,,,,
2773,,,,0.534933698,-0.370556566,,,,,,,,,,,
2774,,,,0.534933698,-0.344511354,,,,,,,,,,,
2775,,,,0.534933698,-0.318466143,,,,,,,,,,,
2776,,,,0.534933698,-0.292420932,,,,,,,,,,,
2777,,,,0.534933698,-0.26637572,,,,,,,,,,,
2778,,,,0.534933698,-0.240330509,,,,,,,,,,,
2779,,,,0.534933698,-0.214285298,,,,,,,,,,,
2780,,,,0.534933698,-0.188240086,,,,,,,,,,,
2781,,,,0.534933698,0.020121605,,,,,,,,,,,
2782,,,,0.534933698,0.046166816,,,,,,,,,,,
2783,,,,0.534933698,0.072212028,,,,,,,,,,,
2784,,,,0.534933698,0.098257239,,,,,,,,,,,
2785,,,,0.534933698,0.12430245,,,,,,,,,,,
2786,,,,0.534933698,0.150347662,,,,,,,,,,,
2787,,,,0.534933698,0.176392873,,,,,,,,,,,
2788,,,,0.534933698,0.228483296,,,,,,,,,,,
2789,,,,0.534933698,0.254528507,,,,,,,,,,,
2790,,,,0.534933698,0.280573719,,,,,,,,,,,
2791,,,,0.534933698,0.30661893,,,,,,,,,,,
2792,,,,0.534933698,0.332664141,,,,,,,,,,,
2793,,,,0.534933698,0.358709353,,,,,,,,,,,
2794,,,,0.534933698,0.384754564,,,,,,,,,,,
2795,,,,0.534933698,0.410799776,,,,,,,,,,,
2796,,,,0.534933698,0.48893541,,,,,,,,,,,
2797,,,,0.534933698,0.593116255,,,,,,,,,,,
2798,,,,0.534933698,0.619161467,,,,,,,,,,,
2799,,,,0.534933698,0.645206678,,,,,,,,,,,
2800,,,,0.534933698,0.671251889,,,,,,,,,,,
2801,,,,0.534933698,0.697297101,,,,,,,,,,,
2802,,,,0.534933698,0.723342312,,,,,,,,,,,
2803,,,,0.534933698,0.749387523,,,,,,,,,,,
2804,,,,0.56097891,-0.787279948,,,,,,,,,,,
2805,,,,0.56097891,-0.761234737,,,,,,,,,,,
2806,,,,0.56097891,-0.735189525,,,,,,,,,,,
2807,,,,0.56097891,-0.709144314,,,,,,,,,,,
2808,,,,0.56097891,-0.683099102,,,,,,,,,,,
2809,,,,0.56097891,-0.657053891,,,,,,,,,,,
2810,,,,0.56097891,-0.63100868,,,,,,,,,,,
2811,,,,0.56097891,-0.552873046,,,,,,,,,,,
2812,,,,0.56097891,-0.526827834,,,,,,,,,,,
2813,,,,0.56097891,-0.500782623,,,,,,,,,,,
2814,,,,0.56097891,-0.474737411,,,,,,,,,,,
2815,,,,0.56097891,-0.4486922,,,,,,,,,,,
2816,,,,0.56097891,-0.318466143,,,,,,,,,,,
2817,,,,0.56097891,-0.292420932,,,,,,,,,,,
2818,,,,0.56097891,-0.26637572,,,,,,,,,,,
2819,,,,0.56097891,-0.240330509,,,,,,,,,,,
2820,,,,0.56097891,-0.214285298,,,,,,,,,,,
2821,,,,0.56097891,-0.188240086,,,,,,,,,,,
2822,,,,0.56097891,0.020121605,,,,,,,,,,,
2823,,,,0.56097891,0.046166816,,,,,,,,,,,
2824,,,,0.56097891,0.12430245,,,,,,,,,,,
2825,,,,0.56097891,0.150347662,,,,,,,,,,,
2826,,,,0.56097891,0.254528507,,,,,,,,,,,
2827,,,,0.56097891,0.280573719,,,,,,,,,,,
2828,,,,0.56097891,0.30661893,,,,,,,,,,,
2829,,,,0.56097891,0.384754564,,,,,,,,,,,
2830,,,,0.56097891,0.410799776,,,,,,,,,,,
2831,,,,0.56097891,0.593116255,,,,,,,,,,,
2832,,,,0.56097891,0.619161467,,,,,,,,,,,
2833,,,,0.56097891,0.645206678,,,,,,,,,,,
2834,,,,0.56097891,0.671251889,,,,,,,,,,,
2835,,,,0.56097891,0.697297101,,,,,,,,,,,
2836,,,,0.56097891,0.723342312,,,,,,,,,,,
2837,,,,0.56097891,0.749387523,,,,,,,,,,,
2838,,,,0.587024121,-0.787279948,,,,,,,,,,,
2839,,,,0.587024121,-0.761234737,,,,,,,,,,,
2840,,,,0.587024121,-0.735189525,,,,,,,,,,,
2841,,,,0.587024121,-0.709144314,,,,,,,,,,,
2842,,,,0.587024121,-0.683099102,,,,,,,,,,,
2843,,,,0.587024121,-0.657053891,,,,,,,,,,,
2844,,,,0.587024121,-0.63100868,,,,,,,,,,,
2845,,,,0.587024121,-0.604963468,,,,,,,,,,,
2846,,,,0.587024121,-0.578918257,,,,,,,,,,,
2847,,,,0.587024121,-0.552873046,,,,,,,,,,,
2848,,,,0.587024121,-0.526827834,,,,,,,,,,,
2849,,,,0.587024121,-0.500782623,,,,,,,,,,,
2850,,,,0.587024121,-0.474737411,,,,,,,,,,,
2851,,,,0.587024121,-0.4486922,,,,,,,,,,,
2852,,,,0.587024121,-0.422646989,,,,,,,,,,,
2853,,,,0.587024121,-0.318466143,,,,,,,,,,,
2854,,,,0.587024121,-0.240330509,,,,,,,,,,,
2855,,,,0.587024121,-0.214285298,,,,,,,,,,,
2856,,,,0.587024121,-0.136149663,,,,,,,,,,,
2857,,,,0.587024121,-0.110104452,,,,,,,,,,,
2858,,,,0.587024121,-0.084059241,,,,,,,,,,,
2859,,,,0.587024121,-0.058014029,,,,,,,,,,,
2860,,,,0.587024121,-0.031968818,,,,,,,,,,,
2861,,,,0.587024121,-0.005923607,,,,,,,,,,,
2862,,,,0.587024121,0.072212028,,,,,,,,,,,
2863,,,,0.587024121,0.12430245,,,,,,,,,,,
2864,,,,0.587024121,0.280573719,,,,,,,,,,,
2865,,,,0.587024121,0.30661893,,,,,,,,,,,
2866,,,,0.587024121,0.384754564,,,,,,,,,,,
2867,,,,0.587024121,0.410799776,,,,,,,,,,,
2868,,,,0.587024121,0.593116255,,,,,,,,,,,
2869,,,,0.587024121,0.619161467,,,,,,,,,,,
2870,,,,0.587024121,0.645206678,,,,,,,,,,,
2871,,,,0.587024121,0.671251889,,,,,,,,,,,
2872,,,,0.587024121,0.697297101,,,,,,,,,,,
2873,,,,0.587024121,0.723342312,,,,,,,,,,,
2874,,,,0.587024121,0.749387523,,,,,,,,,,,
2875,,,,0.613069332,-0.787279948,,,,,,,,,,,
2876,,,,0.613069332,-0.761234737,,,,,,,,,,,
2877,,,,0.613069332,-0.735189525,,,,,,,,,,,
2878,,,,0.613069332,-0.709144314,,,,,,,,,,,
2879,,,,0.613069332,-0.683099102,,,,,,,,,,,
2880,,,,0.613069332,-0.657053891,,,,,,,,,,,
2881,,,,0.613069332,-0.63100868,,,,,,,,,,,
2882,,,,0.613069332,-0.604963468,,,,,,,,,,,
2883,,,,0.613069332,-0.578918257,,,,,,,,,,,
2884,,,,0.613069332,-0.552873046,,,,,,,,,,,
2885,,,,0.613069332,-0.526827834,,,,,,,,,,,
2886,,,,0.613069332,-0.500782623,,,,,,,,,,,
2887,,,,0.613069332,-0.474737411,,,,,,,,,,,
2888,,,,0.613069332,-0.4486922,,,,,,,,,,,
2889,,,,0.613069332,-0.422646989,,,,,,,,,,,
2890,,,,0.613069332,-0.396601777,,,,,,,,,,,
2891,,,,0.613069332,-0.370556566,,,,,,,,,,,
2892,,,,0.613069332,-0.084059241,,,,,,,,,,,
2893,,,,0.613069332,-0.031968818,,,,,,,,,,,
2894,,,,0.613069332,0.384754564,,,,,,,,,,,
2895,,,,0.613069332,0.410799776,,,,,,,,,,,
2896,,,,0.613069332,0.436844987,,,,,,,,,,,
2897,,,,0.613069332,0.48893541,,,,,,,,,,,
2898,,,,0.613069332,0.514980621,,,,,,,,,,,
2899,,,,0.613069332,0.541025832,,,,,,,,,,,
2900,,,,0.613069332,0.567071044,,,,,,,,,,,
2901,,,,0.613069332,0.593116255,,,,,,,,,,,
2902,,,,0.613069332,0.619161467,,,,,,,,,,,
2903,,,,0.613069332,0.645206678,,,,,,,,,,,
2904,,,,0.613069332,0.671251889,,,,,,,,,,,
2905,,,,0.613069332,0.697297101,,,,,,,,,,,
2906,,,,0.613069332,0.723342312,,,,,,,,,,,
2907,,,,0.613069332,0.749387523,,,,,,,,,,,
2908,,,,0.639114544,-0.787279948,,,,,,,,,,,
2909,,,,0.639114544,-0.761234737,,,,,,,,,,,
2910,,,,0.639114544,-0.735189525,,,,,,,,,,,
2911,,,,0.639114544,-0.709144314,,,,,,,,,,,
2912,,,,0.639114544,-0.683099102,,,,,,,,,,,
2913,,,,0.639114544,-0.657053891,,,,,,,,,,,
2914,,,,0.639114544,-0.63100868,,,,,,,,,,,
2915,,,,0.639114544,-0.604963468,,,,,,,,,,,
2916,,,,0.639114544,-0.578918257,,,,,,,,,,,
2917,,,,0.639114544,-0.552873046,,,,,,,,,,,
2918,,,,0.639114544,-0.526827834,,,,,,,,,,,
2919,,,,0.639114544,-0.500782623,,,,,,,,,,,
2920,,,,0.639114544,-0.474737411,,,,,,,,,,,
2921,,,,0.639114544,-0.4486922,,,,,,,,,,,
2922,,,,0.639114544,-0.422646989,,,,,,,,,,,
2923,,,,0.639114544,0.254528507,,,,,,,,,,,
2924,,,,0.639114544,0.332664141,,,,,,,,,,,
2925,,,,0.639114544,0.384754564,,,,,,,,,,,
2926,,,,0.639114544,0.410799776,,,,,,,,,,,
2927,,,,0.639114544,0.436844987,,,,,,,,,,,
2928,,,,0.639114544,0.462890198,,,,,,,,,,,
2929,,,,0.639114544,0.48893541,,,,,,,,,,,
2930,,,,0.639114544,0.514980621,,,,,,,,,,,
2931,,,,0.639114544,0.541025832,,,,,,,,,,,
2932,,,,0.639114544,0.567071044,,,,,,,,,,,
2933,,,,0.639114544,0.593116255,,,,,,,,,,,
2934,,,,0.639114544,0.619161467,,,,,,,,,,,
2935,,,,0.639114544,0.645206678,,,,,,,,,,,
2936,,,,0.639114544,0.671251889,,,,,,,,,,,
2937,,,,0.639114544,0.697297101,,,,,,,,,,,
2938,,,,0.639114544,0.723342312,,,,,,,,,,,
2939,,,,0.639114544,0.749387523,,,,,,,,,,,
2940,,,,0.665159755,-0.787279948,,,,,,,,,,,
2941,,,,0.665159755,-0.761234737,,,,,,,,,,,
2942,,,,0.665159755,-0.735189525,,,,,,,,,,,
2943,,,,0.665159755,-0.709144314,,,,,,,,,,,
2944,,,,0.665159755,-0.683099102,,,,,,,,,,,
2945,,,,0.665159755,-0.657053891,,,,,,,,,,,
2946,,,,0.665159755,-0.63100868,,,,,,,,,,,
2947,,,,0.665159755,-0.604963468,,,,,,,,,,,
2948,,,,0.665159755,-0.578918257,,,,,,,,,,,
2949,,,,0.665159755,-0.552873046,,,,,,,,,,,
2950,,,,0.665159755,-0.526827834,,,,,,,,,,,
2951,,,,0.665159755,-0.500782623,,,,,,,,,,,
2952,,,,0.665159755,-0.474737411,,,,,,,,,,,
2953,,,,0.665159755,-0.344511354,,,,,,,,,,,
2954,,,,0.665159755,-0.031968818,,,,,,,,,,,
2955,,,,0.665159755,0.046166816,,,,,,,,,,,
2956,,,,0.665159755,0.228483296,,,,,,,,,,,
2957,,,,0.665159755,0.254528507,,,,,,,,,,,
2958,,,,0.665159755,0.462890198,,,,,,,,,,,
2959,,,,0.665159755,0.48893541,,,,,,,,,,,
2960,,,,0.665159755,0.514980621,,,,,,,,,,,
